,InvoiceNo,CustomerID,CountryType,Quantity,InvoiceDate,Month,Day,Weekday,Hour,cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,sum,Delivery_Charges,Extra_Charges,Other Purchases,PricePerQuantity
4467,546957,140549,1,10,2011-03-18 11:32:00,3,18,4,11,0.0,0.0,8.850000000000001,6.75,35.849999999999994,0.0,51.45,0,0,0,5.1450000000000005
4468,546963,16779,1,153,2011-03-18 11:39:00,3,18,4,11,19.8,77.0,60.300000000000004,91.8,32.7,0.0,281.6,0,0,0,1.8405228758169936
4469,546972,140628,1,367,2011-03-18 12:04:00,3,18,4,12,215.06,528.9599999999999,213.64000000000004,533.5,259.46,0.0,1750.62,0,0,0,4.770081743869209
4470,546973,140663,1,60,2011-03-18 12:07:00,3,18,4,12,12.419999999999998,137.46,106.25,47.709999999999994,35.18,0.0,339.01999999999987,122,0,2,5.650333333333331
4471,546974,140698,1,57,2011-03-18 12:08:00,3,18,4,12,50.49000000000001,97.12000000000002,39.32,35.339999999999996,50.910000000000004,0.0,273.17999999999995,131,0,0,4.7926315789473675
4472,546976,140743,1,79,2011-03-18 12:08:00,3,18,4,12,9.09,204.07000000000002,112.00999999999999,44.800000000000004,96.24999999999999,0.0,466.2199999999998,184,0,0,5.9015189873417695
4473,546977,140808,1,118,2011-03-18 12:08:00,3,18,4,12,72.86,187.81000000000003,209.43999999999997,151.95999999999998,47.59,7.46,677.1199999999999,218,0,2,5.738305084745762
4474,546979,16256,1,581,2011-03-18 12:18:00,3,18,4,12,0.0,0.0,13.2,255.39000000000001,483.84000000000003,0.0,752.4300000000002,0,0,0,1.2950602409638556
4475,546980,13591,1,128,2011-03-18 12:18:00,3,18,4,12,42.3,95.69999999999999,117.55000000000001,151.35000000000002,55.30000000000001,0.0,462.19999999999993,0,0,0,3.6109374999999995
4476,546981,14066,1,45,2011-03-18 12:21:00,3,18,4,12,0.0,55.95,35.7,45.900000000000006,15.0,0.0,152.55,0,0,0,3.39
4477,546982,15483,1,143,2011-03-18 12:26:00,3,18,4,12,19.29,13.099999999999998,26.790000000000003,17.669999999999998,34.10000000000001,0.0,110.95000000000005,0,0,0,0.7758741258741262
4478,546983,16626,1,359,2011-03-18 12:27:00,3,18,4,12,59.1,241.35000000000005,201.3,159.29999999999998,134.7,0.0,795.75,0,0,20,2.216573816155989
4479,546984,15019,1,150,2011-03-18 12:35:00,3,18,4,12,54.62,68.84,64.82,40.13,24.400000000000006,0.0,252.81,0,0,0,1.6854
4480,546985,18270,1,41,2011-03-18 12:41:00,3,18,4,12,0.0,53.900000000000006,0.0,58.05,0.0,0.0,111.95,0,0,0,2.7304878048780488
4481,546986,14194,1,535,2011-03-18 12:56:00,3,18,4,12,71.6,246.68,167.94000000000003,99.6,194.53000000000003,0.0,780.35,0,0,15,1.4585981308411216
4482,546988,14194,1,118,2011-03-18 12:57:00,3,18,4,12,0.0,37.8,144.5,47.02000000000001,52.8,0.0,282.12,0,0,0,2.390847457627119
4483,546990,14315,1,244,2011-03-18 12:59:00,3,18,4,12,32.7,166.5,139.5,145.20000000000002,15.9,0.0,499.7999999999999,0,0,0,2.0483606557377043
4484,546991,12748,1,224,2011-03-18 13:08:00,3,18,4,13,63.0,7.5,37.5,21.47,37.96,0.0,167.42999999999992,0,0,0,0.7474553571428568
4485,546992,16684,1,3004,2011-03-18 13:18:00,3,18,4,13,211.2,414.72,1121.4000000000003,1037.52,1881.6000000000004,0.0,4666.4400000000005,0,0,0,1.5534087882822905
4486,546993,17921,1,137,2011-03-18 13:19:00,3,18,4,13,25.1,74.92999999999999,36.330000000000005,57.949999999999996,77.16000000000001,6.6,278.07,0,0,10,2.02970802919708
4487,546994,16684,1,144,2011-03-18 13:20:00,3,18,4,13,0.0,0.0,0.0,0.0,152.64,0.0,152.64,0,0,0,1.0599999999999998
4488,546995,14041,1,94,2011-03-18 13:25:00,3,18,4,13,4.15,2.5,43.85,72.36,18.55,0.0,141.41,0,0,0,1.5043617021276596
4489,546996,17060,1,216,2011-03-18 13:27:00,3,18,4,13,31.20000000000001,203.04,0.0,0.0,0.0,0.0,234.24,0,0,0,1.0844444444444445
4490,546998,16023,1,52,2011-03-18 13:32:00,3,18,4,13,0.0,30.349999999999998,34.690000000000005,92.9,19.9,0.0,177.84,0,0,0,3.42
4491,546999,17133,1,266,2011-03-18 13:47:00,3,18,4,13,0.0,81.6,0.0,184.80000000000004,417.0200000000001,0.0,683.4200000000002,0,0,0,2.5692481203007524
4492,547000,14282,1,279,2011-03-18 13:51:00,3,18,4,13,23.4,177.4,25.2,77.14,20.16,0.0,323.3,0,0,0,1.1587813620071685
4493,547001,16656,1,312,2011-03-18 13:52:00,3,18,4,13,51.84,0.0,0.0,305.28,0.0,0.0,357.12,0,0,0,1.1446153846153846
4494,547002,12878,1,212,2011-03-18 14:02:00,3,18,4,14,0.0,72.0,93.18,150.0,0.0,0.0,315.18,0,0,0,1.4866981132075472
4495,547003,14155,1,25,2011-03-18 14:13:00,3,18,4,14,0.0,0.0,35.7,0.0,83.05000000000001,0.0,118.75,0,0,0,4.75
4496,547004,17419,1,117,2011-03-18 14:14:00,3,18,4,14,15.0,68.4,51.7,111.85000000000002,74.80000000000001,0.0,321.75000000000006,0,0,0,2.7500000000000004
4497,547005,12474,0,539,2011-03-18 14:20:00,3,18,4,14,132.1,92.03,171.7,201.3,112.89000000000001,0.0,710.0200000000002,72,0,72,1.3172912801484233
4498,547006,140815,1,3,2011-03-18 14:22:00,3,18,4,14,5.2,0.0,4.95,0.0,0.0,0.0,10.15,0,0,0,3.3833333333333333
4499,547007,140816,1,1,2011-03-18 14:38:00,3,18,4,14,0.0,0.0,1.25,0.0,0.0,0.0,1.25,0,0,0,1.25
4500,547009,140818,1,1,2011-03-18 14:40:00,3,18,4,14,0.0,0.0,1.25,0.0,0.0,0.0,1.25,0,0,0,1.25
4501,547017,13468,1,24,2011-03-18 14:51:00,3,18,4,14,0.0,48.7,32.849999999999994,0.0,31.8,0.0,113.35,3,0,0,4.722916666666666
4502,547018,17043,1,162,2011-03-18 14:53:00,3,18,4,14,3.9499999999999997,101.49999999999997,33.16,26.75,9.24,0.0,174.6,0,0,0,1.0777777777777777
4503,547019,17841,1,71,2011-03-18 14:54:00,3,18,4,14,44.480000000000004,15.4,5.85,40.3,9.75,0.0,115.78,0,0,0,1.6307042253521127
4504,547020,17017,1,281,2011-03-18 15:42:00,3,18,4,15,53.7,81.2,17.159999999999997,157.5,41.10000000000001,0.0,350.65999999999997,0,0,0,1.247900355871886
4505,547021,13046,1,76,2011-03-18 15:43:00,3,18,4,15,10.2,15.8,0.0,139.12,32.6,0.0,197.72,0,0,0,2.601578947368421
4506,547022,17961,1,16,2011-03-18 15:44:00,3,18,4,15,0.0,0.0,8.25,8.95,5.04,0.0,22.24,0,0,0,1.39
4507,547023,16422,1,1014,2011-03-18 15:54:00,3,18,4,15,180.0,31.2,0.0,466.80000000000007,155.1,0.0,833.1000000000001,0,0,0,0.8215976331360948
4508,547025,140819,1,1,2011-03-18 16:50:00,3,18,4,16,0.0,0.0,3.75,0.0,0.0,0.0,3.75,0,0,0,3.75
4509,547026,14633,1,96,2011-03-18 17:07:00,3,18,4,17,0.0,101.95,32.550000000000004,105.19999999999999,105.19999999999999,0.0,344.90000000000015,0,0,10,3.5927083333333347
4510,547028,13593,1,135,2011-03-20 10:13:00,3,20,6,10,11.9,118.89999999999999,92.70000000000002,23.8,175.00000000000006,0.0,422.3,0,0,0,3.1281481481481483
4511,547029,15465,1,10,2011-03-20 10:17:00,3,20,6,10,12.75,0.0,0.0,8.850000000000003,33.0,0.0,54.6,0,0,0,5.46
4512,547030,12948,1,164,2011-03-20 10:17:00,3,20,6,10,69.7,121.7,57.599999999999994,30.349999999999998,77.45,0.0,356.79999999999995,0,0,0,2.1756097560975607
4513,547032,13798,1,246,2011-03-20 10:24:00,3,20,6,10,0.0,0.0,424.5,0.0,238.12,0.0,662.62,0,0,0,2.6935772357723575
4514,547033,15898,1,76,2011-03-20 10:28:00,3,20,6,10,0.0,97.5,7.95,4.25,59.0,0.0,168.7,0,0,0,2.219736842105263
4515,547034,18229,1,52,2011-03-20 10:30:00,3,20,6,10,0.0,67.5,202.1,91.8,0.0,0.0,361.4,0,0,0,6.949999999999999
4516,547035,13911,1,208,2011-03-20 10:33:00,3,20,6,10,43.0,58.199999999999996,98.6,60.440000000000005,22.04,0.0,282.28000000000003,0,0,0,1.3571153846153847
4517,547036,17017,1,264,2011-03-20 10:35:00,3,20,6,10,60.0,52.2,134.28,49.32000000000001,84.6,0.0,380.4000000000001,0,0,0,1.4409090909090914
4518,547037,14101,1,3620,2011-03-20 10:37:00,3,20,6,10,0.0,0.0,864.0,0.0,360.6,0.0,1224.6,0,0,0,0.33828729281767955
4519,547038,15703,1,66,2011-03-20 10:51:00,3,20,6,10,0.0,0.0,0.0,176.1,35.40000000000001,0.0,211.5,0,0,0,3.2045454545454546
4520,547039,14560,1,10,2011-03-20 10:51:00,3,20,6,10,0.0,17.0,0.0,79.6,0.0,0.0,96.6,0,0,0,9.66
4521,547040,15938,1,42,2011-03-20 10:53:00,3,20,6,10,0.0,45.0,0.0,0.0,17.700000000000006,0.0,62.7,0,0,0,1.4928571428571429
4522,547041,13777,1,180,2011-03-20 10:56:00,3,20,6,10,0.0,43.5,49.5,138.0,0.0,0.0,231.0,0,0,0,1.2833333333333334
4523,547042,141043,1,460,2011-03-20 11:00:00,3,20,6,11,135.2,374.28,340.83000000000004,502.31,247.65,0.0,1600.2700000000002,279,0,0,3.478847826086957
4524,547044,14071,1,189,2011-03-20 11:33:00,3,20,6,11,4.25,39.88,60.54000000000002,75.92999999999999,32.45,0.0,213.04999999999998,0,0,0,1.1272486772486772
4525,547045,17856,1,200,2011-03-20 11:37:00,3,20,6,11,0.0,585.1200000000001,0.0,0.0,0.0,0.0,585.1200000000001,0,0,0,2.9256000000000006
4526,547046,13725,1,137,2011-03-20 11:43:00,3,20,6,11,0.0,30.05,37.44,34.68,44.7,0.0,146.87,0,0,0,1.072043795620438
4527,547047,14258,1,184,2011-03-20 11:46:00,3,20,6,11,0.0,0.0,0.0,543.1800000000001,438.9,0.0,982.08,0,0,0,5.337391304347826
4528,547048,14911,0,72,2011-03-20 11:52:00,3,20,6,11,25.2,41.400000000000006,12.5,33.6,35.10000000000001,0.0,147.8,50,0,0,2.052777777777778
4529,547049,17134,1,76,2011-03-20 11:56:00,3,20,6,11,45.4,56.0,32.25,35.7,149.35,0.0,318.70000000000005,0,0,0,4.19342105263158
4530,547050,17795,1,155,2011-03-20 12:02:00,3,20,6,12,0.0,47.800000000000004,28.48,11.309999999999999,68.10000000000001,0.0,155.69,0,0,0,1.0044516129032257
4531,547051,12902,1,66,2011-03-20 12:06:00,3,20,6,12,0.0,15.0,47.0,43.980000000000004,32.7,0.0,138.68,0,0,0,2.1012121212121215
4532,547052,18225,1,64,2011-03-20 12:07:00,3,20,6,12,0.0,72.95,14.899999999999999,38.599999999999994,45.300000000000004,0.0,171.75,0,0,0,2.68359375
4533,547053,13001,1,244,2011-03-20 12:08:00,3,20,6,12,21.72,92.82000000000002,0.0,30.8,354.49999999999994,0.0,499.84000000000003,0,0,0,2.0485245901639346
4534,547055,16444,1,73,2011-03-20 12:14:00,3,20,6,12,3.75,40.74999999999999,4.47,38.01,32.1,0.0,119.08000000000004,0,0,0,1.6312328767123294
4535,547056,16402,1,44,2011-03-20 12:25:00,3,20,6,12,52.2,0.0,0.0,15.8,19.8,0.0,87.8,0,0,0,1.9954545454545454
4536,547057,14217,1,63,2011-03-20 12:28:00,3,20,6,12,0.0,31.20000000000001,37.75,0.0,61.099999999999994,0.0,130.05,0,0,0,2.0642857142857145
4537,547058,14232,1,556,2011-03-20 12:44:00,3,20,6,12,155.94,147.55,37.92,145.25,174.78000000000003,26.7,688.1400000000002,0,0,0,1.2376618705035975
4538,547059,14693,1,34,2011-03-20 12:50:00,3,20,6,12,0.0,19.0,0.0,127.5,26.4,0.0,172.9,0,0,0,5.085294117647059
4539,547060,17954,1,116,2011-03-20 12:57:00,3,20,6,12,1.25,21.52,17.87,25.700000000000003,69.10000000000001,0.0,135.44,0,0,0,1.1675862068965517
4540,547061,12407,0,214,2011-03-20 13:21:00,3,20,6,13,0.0,0.0,38.5,120.6,52.199999999999996,0.0,211.29999999999998,15,0,15,0.9873831775700934
4541,547062,16728,1,160,2011-03-20 13:28:00,3,20,6,13,17.990000000000002,34.04,81.57000000000002,39.95,50.940000000000005,0.0,224.49,0,0,0,1.4030625
4542,547063,14769,1,1610,2011-03-20 13:33:00,3,20,6,13,256.26,542.76,426.75000000000006,589.1600000000002,483.3199999999999,10.9,2309.1499999999996,4,0,10,1.434254658385093
4543,547064,16096,1,155,2011-03-20 13:38:00,3,20,6,13,0.0,54.0,30.9,174.88,60.84,0.0,320.62,0,0,0,2.068516129032258
4544,547065,17068,1,83,2011-03-20 13:38:00,3,20,6,13,0.0,123.0,10.5,14.85,37.50000000000001,0.0,185.85000000000002,0,0,0,2.2391566265060243
4545,547066,12921,1,429,2011-03-20 13:41:00,3,20,6,13,0.0,147.0,298.63,68.4,48.599999999999994,0.0,562.63,0,0,0,1.3114918414918415
4546,547067,12921,1,324,2011-03-20 13:43:00,3,20,6,13,0.0,400.62,0.0,100.62,0.0,0.0,501.24,0,0,0,1.547037037037037
4547,547068,13985,1,190,2011-03-20 13:48:00,3,20,6,13,64.19999999999999,150.5,80.10000000000001,98.19999999999999,0.0,0.0,392.99999999999994,0,0,0,2.0684210526315785
4548,547069,16710,1,256,2011-03-20 13:52:00,3,20,6,13,8.5,15.499999999999998,46.84,100.65000000000002,66.74999999999999,0.0,238.24,0,0,0,0.930625
4549,547070,16115,1,129,2011-03-20 13:58:00,3,20,6,13,26.9,58.08,31.919999999999998,28.3,55.33,0.0,200.53,0,0,0,1.5544961240310078
4550,547071,12693,0,87,2011-03-20 13:59:00,3,20,6,13,0.0,34.8,58.65,74.7,35.7,0.0,203.85,36,0,36,2.343103448275862
4551,547072,13592,1,30,2011-03-20 14:01:00,3,20,6,14,0.0,12.6,46.269999999999996,0.0,17.85,0.0,76.72,0,0,0,2.5573333333333332
4552,547073,17211,1,168,2011-03-20 14:23:00,3,20,6,14,5.04,105.25000000000001,42.83,95.44999999999999,97.25000000000004,0.0,345.8200000000001,0,0,0,2.0584523809523816
4553,547074,13102,1,118,2011-03-20 14:35:00,3,20,6,14,0.0,30.0,75.36,37.50000000000001,33.48,0.0,176.34,0,0,0,1.494406779661017
4554,547075,15288,1,371,2011-03-20 14:35:00,3,20,6,14,67.5,0.0,268.8,283.95000000000005,366.5,0.0,986.7500000000002,0,0,0,2.659703504043127
4555,547076,15140,1,283,2011-03-20 14:37:00,3,20,6,14,52.5,32.4,176.1,172.10000000000002,13.05,0.0,446.15,0,0,0,1.5765017667844523
4556,547077,12843,1,52,2011-03-20 14:38:00,3,20,6,14,0.0,0.0,0.0,17.0,76.40000000000002,0.0,93.40000000000002,0,0,0,1.7961538461538464
4557,547078,14408,1,188,2011-03-20 14:41:00,3,20,6,14,0.0,25.0,0.0,68.4,257.40000000000003,0.0,350.80000000000007,0,0,0,1.865957446808511
4558,547079,15408,1,106,2011-03-20 15:02:00,3,20,6,15,51.5,38.0,26.88,102.80000000000001,48.0,0.0,267.17999999999995,0,0,0,2.5205660377358488
4559,547080,15445,1,58,2011-03-20 15:06:00,3,20,6,15,30.0,20.4,0.0,45.4,17.700000000000006,0.0,113.5,0,0,0,1.956896551724138
4560,547081,14205,1,126,2011-03-20 15:07:00,3,20,6,15,0.0,0.0,90.0,28.2,104.69999999999999,0.0,222.9,0,0,0,1.7690476190476192
4561,547082,141048,1,5,2011-03-20 15:15:00,3,20,6,15,0.0,4.25,15.9,3.75,3.75,0.0,27.65,0,0,0,5.529999999999999
4562,547083,15452,1,134,2011-03-20 15:21:00,3,20,6,15,19.49,57.870000000000005,37.75,61.99000000000001,48.650000000000006,11.25,236.99999999999997,0,0,0,1.7686567164179103
4563,547084,17690,1,39,2011-03-20 15:24:00,3,20,6,15,0.0,0.0,15.3,0.0,79.35000000000002,0.0,94.65000000000002,0,0,0,2.4269230769230776
4564,547085,12600,0,24,2011-03-20 15:41:00,3,20,6,15,0.0,0.0,34.68,0.0,71.4,0.0,106.08000000000001,18,0,18,4.420000000000001
4565,547086,12428,0,60,2011-03-20 15:46:00,3,20,6,15,0.0,22.5,19.8,32.4,214.5,0.0,289.2,120,0,120,4.819999999999999
4566,547087,12726,0,422,2011-03-20 15:58:00,3,20,6,15,0.0,79.38,58.2,50.64,109.8,0.0,298.02000000000004,18,0,18,0.7062085308056872
4567,547088,14223,1,130,2011-03-20 16:02:00,3,20,6,16,15.9,15.9,153.05,85.25000000000001,34.8,0.0,304.90000000000003,0,0,0,2.345384615384616
4568,547089,141056,1,99,2011-03-20 16:10:00,3,20,6,16,0.0,115.45,0.0,0.0,45.48000000000001,0.0,160.93,0,0,0,1.6255555555555556
4569,547090,17230,1,98,2011-03-20 16:12:00,3,20,6,16,0.0,15.0,0.0,119.50000000000003,68.9,0.0,203.40000000000006,0,0,0,2.0755102040816333
4570,547092,16619,1,133,2011-03-21 08:18:00,3,21,0,8,34.8,66.6,86.16,38.65,0.0,0.0,226.21,0,0,10,1.700827067669173
4571,547093,14762,1,341,2011-03-21 08:20:00,3,21,0,8,71.03999999999999,139.9,69.0,10.08,10.5,0.0,300.52,0,0,0,0.8812903225806451
4572,547094,13934,1,390,2011-03-21 08:39:00,3,21,0,8,212.7,110.6,298.20000000000005,229.79999999999995,70.80000000000003,0.0,922.0999999999998,0,0,20,2.3643589743589737
4573,547095,13018,1,358,2011-03-21 09:03:00,3,21,0,9,165.2,27.6,68.4,21.0,50.4,0.0,332.6000000000001,0,0,0,0.9290502793296092
4574,547096,15669,1,64,2011-03-21 09:13:00,3,21,0,9,18.0,35.4,53.400000000000006,59.00000000000001,33.0,0.0,198.80000000000004,0,0,0,3.1062500000000006
4575,547097,13021,1,99,2011-03-21 09:33:00,3,21,0,9,17.700000000000006,84.3,69.9,30.450000000000006,57.00000000000001,0.0,259.3500000000001,0,0,0,2.6196969696969705
4576,547098,16384,1,200,2011-03-21 10:13:00,3,21,0,10,46.0,81.3,117.15,96.55,68.10000000000001,0.0,409.09999999999997,0,0,0,2.0454999999999997
4577,547099,18224,1,69,2011-03-21 10:30:00,3,21,0,10,30.0,32.7,15.0,63.55,17.700000000000006,0.0,158.95000000000002,0,0,0,2.303623188405797
4578,547100,15615,1,382,2011-03-21 10:31:00,3,21,0,10,34.8,408.5,47.28,26.4,19.8,0.0,536.78,0,0,0,1.4051832460732983
4579,547101,16029,1,124,2011-03-21 10:34:00,3,21,0,10,0.0,165.0,90.0,0.0,0.0,0.0,255.0,0,0,0,2.056451612903226
4580,547102,14245,1,631,2011-03-21 10:41:00,3,21,0,10,80.07,225.10000000000002,277.83,335.40000000000003,86.70000000000002,0.0,1005.1000000000001,0,0,0,1.592868462757528
4581,547103,15218,1,299,2011-03-21 10:54:00,3,21,0,10,9.9,64.65,161.4,236.1,55.80000000000001,0.0,527.85,0,0,0,1.7653846153846156
4582,547105,13854,1,108,2011-03-21 11:20:00,3,21,0,11,94.4,0.0,19.8,191.32,0.0,0.0,305.52,0,0,0,2.828888888888889
4583,547106,15039,1,259,2011-03-21 11:24:00,3,21,0,11,0.0,312.95,72.25000000000001,164.20000000000002,65.45,0.0,614.8500000000003,0,0,0,2.3739382239382247
4584,547107,17315,1,115,2011-03-21 11:34:00,3,21,0,11,18.9,109.66000000000001,23.6,0.0,22.000000000000004,0.0,174.16000000000003,0,0,0,1.514434782608696
4585,547108,14659,1,106,2011-03-21 11:36:00,3,21,0,11,18.5,44.45,53.85,103.16999999999999,7.95,0.0,227.92000000000004,0,0,0,2.1501886792452836
4586,547109,12423,0,137,2011-03-21 11:46:00,3,21,0,11,31.300000000000004,52.95,63.150000000000006,134.55,35.40000000000001,0.0,317.35,30,0,30,2.3164233576642337
4587,547114,14688,1,124,2011-03-21 11:49:00,3,21,0,11,26.0,51.0,22.36,32.6,32.379999999999995,0.0,164.33999999999995,0,0,0,1.325322580645161
4588,547122,17678,1,207,2011-03-21 11:52:00,3,21,0,11,15.6,0.0,45.0,110.85,126.66000000000001,0.0,298.11,0,0,0,1.440144927536232
4589,547134,15996,1,43,2011-03-21 11:57:00,3,21,0,11,35.7,0.0,14.030000000000001,44.800000000000004,59.3,0.0,153.82999999999998,0,0,0,3.577441860465116
4590,547154,15299,1,480,2011-03-21 12:06:00,3,21,0,12,600.0,0.0,0.0,0.0,0.0,0.0,600.0,0,0,0,1.25
4591,547165,13593,1,24,2011-03-21 12:10:00,3,21,0,12,0.0,15.6,0.0,0.0,0.0,0.0,15.6,0,0,0,0.65
4592,547171,17849,1,45,2011-03-21 12:13:00,3,21,0,12,0.0,47.65,82.45,5.45,15.9,0.0,151.45000000000002,0,0,0,3.365555555555556
4593,547192,15855,1,68,2011-03-21 12:32:00,3,21,0,12,0.0,17.4,30.0,23.4,25.0,0.0,95.80000000000001,0,0,0,1.4088235294117648
4594,547194,12637,0,83,2011-03-21 12:42:00,3,21,0,12,5.85,23.069999999999997,70.69999999999999,89.82000000000001,7.199999999999999,0.0,196.64000000000004,0,0,0,2.3691566265060247
4595,547195,17204,1,389,2011-03-21 12:42:00,3,21,0,12,91.20000000000002,105.0,202.50000000000003,222.96,167.25000000000003,0.0,788.9100000000001,0,0,0,2.0280462724935733
4596,547196,12637,0,5,2011-03-21 12:44:00,3,21,0,12,0.0,0.0,2.95,0.0,1.68,0.0,4.63,0,0,0,0.9259999999999999
4597,547197,17811,1,18,2011-03-21 12:45:00,3,21,0,12,21.6,0.0,8.37,1.25,11.8,0.0,43.019999999999996,0,0,0,2.3899999999999997
4598,547199,14606,1,69,2011-03-21 12:53:00,3,21,0,12,25.7,46.800000000000004,4.25,40.96,13.790000000000001,0.0,131.50000000000003,0,0,0,1.9057971014492758
4599,547200,16036,1,127,2011-03-21 13:01:00,3,21,0,13,117.94000000000001,0.0,13.9,28.45,28.44,0.0,188.73,0,0,0,1.4860629921259843
4600,547201,13113,1,116,2011-03-21 13:35:00,3,21,0,13,99.06,0.0,189.9,175.2,24.96,0.0,489.12,0,0,0,4.216551724137931
4601,547202,17841,1,69,2011-03-21 13:38:00,3,21,0,13,5.5,9.75,61.400000000000006,29.700000000000003,26.35,0.0,132.7,0,0,0,1.9231884057971014
4602,547203,17146,1,117,2011-03-21 13:51:00,3,21,0,13,0.0,17.0,64.35000000000001,108.17999999999999,76.1,0.0,265.63000000000005,0,0,0,2.270341880341881
4603,547204,13491,1,60,2011-03-21 13:58:00,3,21,0,13,0.0,15.0,38.6,0.0,37.2,0.0,90.80000000000001,0,0,0,1.5133333333333334
4604,547205,16558,1,85,2011-03-21 14:00:00,3,21,0,14,35.40000000000001,56.25,73.2,128.9,19.8,0.0,313.55,0,0,0,3.688823529411765
4605,547206,16791,1,74,2011-03-21 14:18:00,3,21,0,14,7.05,6.199999999999999,34.85,72.69999999999999,31.099999999999998,0.0,151.89999999999998,0,0,0,2.0527027027027023
4606,547207,17763,1,12,2011-03-21 14:25:00,3,21,0,14,0.0,0.0,0.0,15.0,0.0,0.0,15.0,0,0,0,1.25
4607,547209,13081,1,1593,2011-03-21 14:44:00,3,21,0,14,204.6,600.6,348.7199999999999,603.6500000000002,582.48,0.0,2340.05,0,0,0,1.4689579409918394
4608,547219,141084,1,595,2011-03-21 14:51:00,3,21,0,14,309.49999999999994,7.5,37.5,39.14,37.96,0.0,431.59999999999997,0,0,0,0.7253781512605041
4609,547220,13410,1,88,2011-03-21 15:02:00,3,21,0,15,48.2,0.0,106.19999999999999,0.0,0.0,0.0,154.4,0,0,0,1.7545454545454546
4610,547221,13262,1,125,2011-03-21 15:06:00,3,21,0,15,0.0,27.2,43.92,43.82000000000001,85.35,0.0,200.29000000000002,0,0,0,1.6023200000000002
4611,547222,18008,1,20,2011-03-21 15:07:00,3,21,0,15,0.0,19.9,21.9,133.3,0.0,0.0,175.10000000000002,0,0,0,8.755
4612,547223,12867,1,556,2011-03-21 15:10:00,3,21,0,15,55.85999999999999,131.35,87.5,161.08,51.15,4.25,491.18999999999994,0,0,10,0.8834352517985611
4613,547224,141106,1,233,2011-03-21 15:15:00,3,21,0,15,66.3,7.5,37.5,16.04,48.46,0.0,175.79999999999998,0,0,0,0.7545064377682402
4614,547225,141107,1,3,2011-03-21 15:20:00,3,21,0,15,7.649999999999999,0.0,0.0,0.0,0.0,0.0,7.649999999999999,0,0,0,2.5499999999999994
4615,547226,14167,1,33,2011-03-21 15:33:00,3,21,0,15,46.75,0.0,6.5,57.400000000000006,0.0,0.0,110.65,0,0,0,3.353030303030303
4616,547227,12748,1,210,2011-03-21 15:40:00,3,21,0,15,135.0,0.0,0.0,12.6,0.0,0.0,147.6,0,0,0,0.7028571428571428
4617,547233,17152,1,206,2011-03-21 16:20:00,3,21,0,16,40.8,0.0,0.0,124.5,150.6,0.0,315.9,0,0,0,1.533495145631068
4618,547238,141122,1,16,2011-03-21 16:31:00,3,21,0,16,0.0,0.0,3.37,25.9,6.65,0.0,35.92,0,0,0,2.245
4619,547239,141124,1,2,2011-03-21 16:32:00,3,21,0,16,0.0,8.4,0.0,0.0,0.0,0.0,8.4,0,0,0,4.2
4620,547240,17585,1,82,2011-03-21 16:32:00,3,21,0,16,2.7,5.69,39.379999999999995,43.85,12.1,0.0,103.72000000000001,0,0,0,1.264878048780488
4621,547243,17231,1,159,2011-03-21 16:59:00,3,21,0,16,37.89,28.950000000000003,13.95,73.17000000000002,91.66,0.0,245.61999999999995,0,0,3,1.5447798742138361
4622,547244,16427,1,72,2011-03-21 17:10:00,3,21,0,17,0.0,83.94,0.0,20.28,27.04,0.0,131.26,0,0,0,1.8230555555555554
4623,547245,14632,1,96,2011-03-22 08:49:00,3,22,1,8,0.0,19.5,75.25999999999999,0.0,19.8,0.0,114.55999999999999,0,0,0,1.1933333333333331
4624,547246,16191,1,276,2011-03-22 08:54:00,3,22,1,8,0.0,40.8,320.40000000000003,75.60000000000002,159.6,0.0,596.4,0,0,0,2.160869565217391
4625,547247,18225,1,310,2011-03-22 09:01:00,3,22,1,9,72.8,156.60000000000002,119.81,40.379999999999995,50.7,0.0,440.2900000000001,0,0,0,1.4202903225806454
4626,547248,141328,1,552,2011-03-22 09:23:00,3,22,1,9,116.9,338.77999999999986,445.75999999999993,307.96999999999997,477.18999999999977,7.46,1694.0600000000015,197,0,12,3.0689492753623218
4627,547249,141503,1,436,2011-03-22 09:27:00,3,22,1,9,109.50999999999999,319.15999999999997,317.90999999999997,454.21000000000004,179.94999999999996,83.13,1463.8700000000006,192,0,55,3.3575000000000013
4628,547250,141655,1,558,2011-03-22 09:30:00,3,22,1,9,171.73000000000002,664.1899999999997,366.5499999999998,260.92999999999995,213.62,9.870000000000001,1686.8900000000003,253,0,6,3.0231003584229397
4629,547251,17865,1,332,2011-03-22 09:43:00,3,22,1,9,0.0,53.4,13.2,114.78,216.84000000000006,0.0,398.22,0,0,0,1.1994578313253013
4630,547252,13900,1,154,2011-03-22 10:13:00,3,22,1,10,0.0,35.40000000000001,15.9,93.97,212.31,0.0,357.58000000000004,0,0,0,2.3219480519480524
4631,547253,13869,1,311,2011-03-22 10:44:00,3,22,1,10,99.95000000000002,158.40000000000003,154.35,163.5,110.95000000000002,0.0,687.1499999999999,0,0,0,2.2094855305466234
4632,547273,14530,1,145,2011-03-22 11:05:00,3,22,1,11,107.25,144.00000000000003,36.0,45.25,87.75,0.0,420.25,0,0,0,2.8982758620689655
